AAPL,AXP,BA,CAT,CSCO,CVX,DIS,DWDP,GE,GS,HD,IBM,INTC,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,PFE,PG,TRV,UNH,UTX,V,VZ,WMT,XOM
3.06491E+11,54494396280,52172209600,59414547830,1.15123E+11,1.86572E+11,74171685280,39800951640,1.96366E+11,84707852670,59800578290,1.9356E+11,1.16859E+11,1.7263E+11,1.74936E+11,1.46126E+11,79407066120,62936186360,1.04904E+11,2.4257E+11,32273110350,1.46102E+11,1.84187E+11,25272240000,44338500780,73457026850,35118721310,97834959630,1.99436E+11,3.92059E+11
3.01E+11,55373144000,52583014400,58868703250,1.14874E+11,1.88725E+11,75251028160,40033094840,2.10324E+11,84968586600,59833354710,1.93187E+11,1.16134E+11,1.7208E+11,1.77047E+11,1.45754E+11,79248590070,63829760110,1.04442E+11,2.39726E+11,31973961500,1.47055E+11,1.84495E+11,25327500000,44448494580,74057241400,34850449850,98796065850,1.9851E+11,3.98261E+11
3.10885E+11,55120353560,53353273400,60023862710,1.1734E+11,1.89369E+11,75629744960,40613452840,2.13521E+11,85019710900,60062789650,1.98318E+11,1.18477E+11,1.70872E+11,1.75991E+11,1.46869E+11,79639497660,64566064880,1.04134E+11,2.42806E+11,32113823300,1.47784E+11,1.8637E+11,25613010000,43788531780,75276138640,35665200210,99615832920,1.9965E+11,3.96295E+11
3.14524E+11,53928627200,52993819200,59909616170,1.19391E+11,1.89329E+11,75478258240,40950060480,2.12881E+11,82811141140,60898588360,2.00567E+11,1.20206E+11,1.67741E+11,1.75405E+11,1.46195E+11,79745148360,63265021500,1.02778E+11,2.43405E+11,32199294400,1.47944E+11,1.86706E+11,25893915000,44679481560,75470054110,35560872420,1.01171E+11,2.0396E+11,3.96748E+11
3.16781E+11,53519347440,51365271600,60772812250,1.18726E+11,1.90456E+11,74682952960,40984881960,2.12242E+11,82468608330,61324681820,2.0007E+11,1.21322E+11,1.66423E+11,1.75835E+11,1.46195E+11,79417631190,64029920630,1.02285E+11,2.46228E+11,32634420000,1.47063E+11,1.85055E+11,25880100000,44272504500,75174563870,35272729000,1.02895E+11,2.04173E+11,4.0169E+11
3.16192E+11,53615648560,51761404800,61331350890,1.18837E+11,1.90678E+11,74720824640,41286668120,2.16078E+11,83859189290,62242421580,2.00107E+11,1.21322E+11,1.66643E+11,1.76304E+11,1.45592E+11,78551295450,63501317820,1.02439E+11,2.46998E+11,32156558850,1.48024E+11,1.79652E+11,24611398000,46516378020,76264184130,35074009400,1.03157E+11,2.05064E+11,4.02799E+11
3.09642E+11,52797089040,50785743400,60728383040,1.1601E+11,1.879E+11,73565738400,40694702960,2.15225E+11,82703780110,60144730700,1.97796E+11,1.19704E+11,1.64803E+11,1.74115E+11,1.44454E+11,77420832960,62255356320,1.01885E+11,2.33175E+11,31647617300,1.45381E+11,1.79708E+11,24255026000,45020462340,75193032010,34507658540,1.00726E+11,2.01965E+11,3.98312E+11
3.12608E+11,52219282320,50969138400,61572538030,1.17229E+11,1.9104E+11,73787154220,41182203680,2.14586E+11,83649579660,60259448170,2.01262E+11,1.19704E+11,1.64144E+11,1.75679E+11,1.4594E+11,77832870690,62597105760,1.02193E+11,2.32956E+11,32043892400,1.45941E+11,1.76813E+11,24450596000,45152454900,75072989100,34701410150,1.00698E+11,1.99721E+11,4.06833E+11
3.17869E+11,52484110400,51563338200,62207241030,1.19003E+11,1.93636E+11,75704443280,42203633760,2.21618E+11,84523805190,60619988790,2.03201E+11,1.19815E+11,1.66505E+11,1.79549E+11,1.46404E+11,77621569290,62504548620,1.0475E+11,2.35204E+11,32459592750,1.53951E+11,1.76225E+11,24689626000,46274391660,75562394810,35123689300,1.02535E+11,2.00647E+11,4.23121E+11
3.17214E+11,52628562080,52084180000,62892720270,1.19835E+11,1.94159E+11,76862409940,42528634240,2.20659E+11,84380657150,59915295760,2.02878E+11,1.20262E+11,1.66478E+11,1.77672E+11,1.45963E+11,77801175480,62476069500,1.04195E+11,2.34763E+11,32599454550,1.51869E+11,1.75861E+11,24646166000,46142399100,75867119120,35814239910,1.02224E+11,1.98973E+11,4.15298E+11
3.16404E+11,52399846920,52069508400,62791167790,1.21442E+11,1.95829E+11,76881393000,42644705840,2.21085E+11,84171047520,60144730700,2.03163E+11,1.20317E+11,1.66972E+11,1.77711E+11,1.4529E+11,78001911810,62618465100,1.01361E+11,2.32326E+11,32556719000,1.53551E+11,1.76169E+11,24880850000,47341331520,75922523540,35433426990,1.02846E+11,1.99187E+11,4.15448E+11
3.19223E+11,52748938480,52362940400,63210071770,1.22218E+11,1.95427E+11,77280037260,42958099160,2.19061E+11,84268183690,60308612800,2.03747E+11,1.20931E+11,1.67082E+11,1.7431E+11,1.45266E+11,78234343350,62860537620,1.0133E+11,2.33334E+11,33310418700,1.54592E+11,1.78158E+11,24950386000,46736365620,76199545640,36061661700,1.02648E+11,1.99579E+11,4.14651E+11
3.24179E+11,53952702480,52766409400,63768610410,1.22107E+11,1.96534E+11,77716647640,43666135920,2.22364E+11,85444042590,59980848600,2.04766E+11,1.20987E+11,1.67164E+11,1.77868E+11,1.45174E+11,77600439150,63216526620,1.01669E+11,2.36926E+11,33605682500,1.52509E+11,1.80791E+11,24850428000,45988407780,77252229620,36571174890,1.00856E+11,1.99721E+11,4.17887E+11
3.27238E+11,55228692320,53338601800,63857468830,1.21885E+11,1.96695E+11,78172241080,44037565040,2.26732E+11,86170007650,60898588360,2.06294E+11,1.2068E+11,1.67357E+11,1.78806E+11,1.45986E+11,79618367520,63700671660,1.02501E+11,2.3764E+11,33687268550,1.53471E+11,1.81043E+11,25154648000,46164397860,77455379160,36887765610,1.01752E+11,2.00825E+11,4.13157E+11
3.29965E+11,55036090080,53477178480,63337012370,1.22162E+11,1.93676E+11,82343631840,43480421360,2.27052E+11,84871450430,60914976570,2.04555E+11,1.19704E+11,1.67192E+11,1.76343E+11,1.46636E+11,80220576510,64633362840,1.01946E+11,2.35015E+11,33897061250,1.5259E+11,1.80342E+11,25558826000,46274391660,77547719860,36249637440,1.02704E+11,2.02072E+11,4.11016E+11
3.2663E+11,56059289480,53499267360,63851121800,1.04869E+11,1.94602E+11,82248678390,44258101080,2.26626E+11,84528917620,61144411510,2.03859E+11,1.216E+11,1.67329E+11,1.77985E+11,1.47542E+11,80040970320,64405529880,1.01792E+11,2.31066E+11,33718348950,1.52429E+11,1.80875E+11,25406716000,46670369340,78008646000,36971860020,1.01976E+11,1.98011E+11,4.14253E+11
3.28758E+11,56275967000,53116393440,65717148620,1.0365E+11,1.94099E+11,82438585290,44548280080,2.27265E+11,85203758380,61423011080,2.03561E+11,1.21377E+11,1.66698E+11,1.82051E+11,1.47612E+11,80442442980,65359580400,1.01885E+11,2.28965E+11,33493016050,1.50807E+11,1.81295E+11,25637054000,46350794100,78422851200,37065847890,1.01892E+11,1.98367E+11,4.12361E+11
3.30905E+11,55999101280,53204748960,65539431780,1.04259E+11,1.95105E+11,82115743560,44675958840,2.29076E+11,85643427360,61586893180,2.02778E+11,1.20317E+11,1.66698E+11,1.81933E+11,1.46613E+11,80548093680,65430778200,1.01115E+11,2.28797E+11,33322073850,1.5259E+11,1.80763E+11,25571864000,46438289700,78432055760,37466533020,1.0052E+11,1.95197E+11,4.22767E+11
3.31568E+11,55601859160,52571534400,65374409000,1.03483E+11,1.93877E+11,81830883210,44060779360,2.2865E+11,85842812130,61767163490,2.02306E+11,1.19648E+11,1.66478E+11,1.83028E+11,1.46729E+11,80453008050,65501976000,1.01022E+11,2.26528E+11,33236602750,1.5259E+11,1.79026E+11,25793510000,45968000850,78174328080,37402225530,1.02088E+11,1.95732E+11,4.13108E+11
3.34544E+11,56408381040,53366734080,65723495650,1.02985E+11,1.94521E+11,82989315300,44455422800,2.28437E+11,86302930830,62045763060,2.03002E+11,1.21322E+11,1.66203E+11,1.87406E+11,1.47217E+11,80315662140,65736928740,1.01546E+11,2.27032E+11,33314303750,1.54432E+11,1.78578E+11,25841316000,46482037500,78293987360,37575361080,1.01276E+11,1.94307E+11,4.16693E+11
3.30094E+11,55108315920,53190023040,65602902080,1.03539E+11,1.95548E+11,82989315300,44989352160,2.2929E+11,85459379880,62570185780,2.04045E+11,1.22549E+11,1.66945E+11,1.86937E+11,1.49887E+11,80273401860,66005770380,1.01977E+11,2.28629E+11,33426970200,1.55153E+11,1.7925E+11,25768348340,46580470050,77815350240,37664402220,1.01836E+11,1.95019E+11,4.17639E+11
3.22963E+11,54807374920,53779059840,67189659580,1.04481E+11,1.98667E+11,82723445640,45011713880,2.28437E+11,85909273720,63061832080,2.04791E+11,1.23497E+11,1.67824E+11,1.87641E+11,1.49887E+11,80431877910,66169485760,1.01207E+11,2.27368E+11,34507014100,1.53711E+11,1.8009E+11,26259748760,46853893800,78247964560,37511053590,1.02536E+11,1.97263E+11,4.20726E+11
3.11954E+11,53314707560,52225475280,64746053030,1.0304E+11,2.01887E+11,80995292850,43399981520,2.21831E+11,83301934420,62422691890,1.97504E+11,1.19693E+11,1.6656E+11,1.79861E+11,1.48053E+11,79977579900,65486152000,99635691540,2.23419E+11,33889291150,1.51308E+11,1.79446E+11,26091638090,46985137200,76913303360,36477187020,1.008E+11,1.91172E+11,4.25406E+11
3.15648E+11,52291508160,51710068080,63895076460,1.01715E+11,2.05811E+11,80007776970,42068550440,2.17037E+11,83378620870,61128023300,1.95345E+11,1.16071E+11,1.65846E+11,1.79666E+11,1.48401E+11,79438761330,64247609560,98865471290,2.23419E+11,33485245950,1.50267E+11,1.7967E+11,26044222260,46930452450,76204552240,36051768240,1.00268E+11,1.88893E+11,4.33522E+11
3.15888E+11,52435959840,52100304960,64246429110,1.01494E+11,2.05328E+11,80558506980,41449551780,2.19274E+11,83557555920,60865811940,1.96065E+11,1.16812E+11,1.65462E+11,1.7947E+11,1.48332E+11,79459891470,64083894180,98680618430,2.24932E+11,33613452600,1.51388E+11,1.76589E+11,25574374490,46755461250,76140120320,36561281430,99624000000,1.85544E+11,4.28045E+11
3.20752E+11,52399846920,53234200800,65159946000,1.03042E+11,2.04961E+11,81565013550,42418927040,2.21077E+11,84416444160,60767482680,1.97906E+11,1.19968E+11,1.63128E+11,1.82481E+11,1.4933E+11,77663177560,64240491500,99173559390,2.23083E+11,34180669900,1.51068E+11,1.76001E+11,25690758800,46503911400,76738416720,36942179640,1.00716E+11,1.84333E+11,4.24908E+11
3.25405E+11,52388960130,53020674960,65754051390,1.026E+11,2.08273E+11,83065278060,43399981520,2.22139E+11,83731378540,61406622870,1.97418E+11,1.17827E+11,1.68052E+11,1.8252E+11,1.48424E+11,78956868320,65649867380,1.00416E+11,2.23335E+11,34588600150,1.53828E+11,1.76589E+11,25833006290,46569533100,76956546760,36135862650,1.03376E+11,1.85152E+11,4.24109E+11
3.21812E+11,51883948350,51629075520,63792864780,1.026E+11,2.06567E+11,81640976310,42208701080,2.15024E+11,83962984170,60243059960,1.95089E+11,1.17388E+11,1.66027E+11,1.81648E+11,1.48924E+11,78132662110,64389970760,1.00077E+11,2.19806E+11,34071888500,1.53029E+11,1.75721E+11,25526958660,46427352750,75611603520,35962727100,1.00856E+11,1.85473E+11,4.20489E+11
3.244E+11,51727635180,51224112720,64501958310,1.02268E+11,2.07711E+11,82210697010,42769303640,2.15768E+11,84160776830,60079177860,1.95321E+11,1.17937E+11,1.66328E+11,1.80094E+11,1.47823E+11,77924002310,65002123920,1.00447E+11,2.19113E+11,34316646650,1.53428E+11,1.74797E+11,25350226930,47641354200,75583967700,36590961810,1.01752E+11,1.85117E+11,4.21878E+11
3.31255E+11,53266718700,52799786160,66597297750,1.02434E+11,2.09156E+11,83691970830,44252564580,2.20334E+11,85618196430,61537728550,1.9937E+11,1.19584E+11,1.66985E+11,1.8356E+11,1.50438E+11,79541115760,66062714860,1.0205E+11,2.20142E+11,34903289200,1.58065E+11,1.75189E+11,25453679650,48986599050,77242116900,37511053590,1.01808E+11,1.85259E+11,4.25547E+11
3.3166E+11,52569321480,52866052800,65824321920,1.01715E+11,2.08273E+11,82704454950,43820433440,2.16299E+11,83801627000,60996917620,1.97358E+11,1.18321E+11,1.67012E+11,1.81329E+11,1.49612E+11,79322022970,65621395140,1.01927E+11,2.18063E+11,34918829400,1.57186E+11,1.73733E+11,25509716540,48614742750,76330134840,36947126370,1.01024E+11,1.85473E+11,4.21878E+11
3.27385E+11,52557297390,52188660480,65242992990,1.0061E+11,2.06787E+11,81697948380,43516773720,2.16405E+11,82838689050,60423330270,1.9504E+11,1.164E+11,1.65207E+11,1.80015E+11,1.49635E+11,79593280710,65770874400,1.01218E+11,2.16109E+11,34545864600,1.56786E+11,1.72836E+11,25414884880,47641354200,75795842320,36680002950,1.00828E+11,1.85295E+11,4.20092E+11
3.27754E+11,54396983160,53042763840,66520638990,1.0072E+11,2.08313E+11,82039780800,44731412600,2.19033E+11,83957779100,60701929840,1.97906E+11,1.15961E+11,1.66055E+11,1.84835E+11,1.50599E+11,78810806460,66731812500,1.0168E+11,2.17706E+11,34650760950,1.57346E+11,1.73789E+11,25457990180,47936651850,76698612440,36689896410,1.02144E+11,1.86791E+11,4.19497E+11
3.24723E+11,54168525450,53079578640,65389922280,1.00167E+11,2.05041E+11,81887855280,44275923020,2.19059E+11,84504311450,61734387070,2.02272E+11,1.16346E+11,1.65207E+11,1.85472E+11,1.50553E+11,79061198220,66318965020,1.02636E+11,2.17538E+11,34557519750,1.57186E+11,1.73649E+11,25604548200,48658490550,76357770660,36462346830,1.0262E+11,1.8761E+11,4.18406E+11
3.19379E+11,52930044180,52490541840,62853794970,99061670400,1.98898E+11,80653460430,43002888040,2.13432E+11,83421656890,60751094470,1.97589E+11,1.14096E+11,1.63046E+11,1.81369E+11,1.49796E+11,80000167320,64069658060,1.01433E+11,2.13505E+11,34258370900,1.54787E+11,1.7222E+11,25225221560,47892904050,74543018480,35319652200,1.0192E+11,1.87539E+11,4.03531E+11
3.24281E+11,53242670520,52748245440,63895076460,99227510250,2.00604E+11,81527032170,42967850380,2.16192E+11,83635064760,60865811940,1.98089E+11,1.14535E+11,1.63265E+11,1.82206E+11,1.48747E+11,80052332270,65208547660,1.00909E+11,2.15773E+11,33865980850,1.55667E+11,1.7222E+11,25380400640,47674165050,74874648320,35868739230,1.0038E+11,1.87325E+11,4.072E+11
3.25727E+11,52797779190,52085579040,65223828300,98674710750,2.02351E+11,80216674560,42757624420,2.11537E+11,82463924010,60111954280,1.96821E+11,1.1437E+11,1.61733E+11,1.80453E+11,1.4675E+11,78946435330,64788582120,99830162780,2.15857E+11,33493016050,1.58385E+11,1.71828E+11,25371779580,47203876200,74377203560,35547201780,98504000000,1.86364E+11,4.08489E+11
3.18237E+11,52473128760,51312468240,64361417250,96131833050,2.03214E+11,79039251780,41998475120,2.08245E+11,81849725750,59472814090,1.93931E+11,1.10748E+11,1.59955E+11,1.77704E+11,1.44662E+11,78372620880,63706637000,98226960660,2.13336E+11,33151131650,1.57986E+11,1.69896E+11,25225221560,46799209050,73244134940,35220717600,97636000000,1.85437E+11,4.0358E+11
3.04031E+11,50934045240,49839876240,64137829200,94252314750,1.99761E+11,77102201400,41064137520,2.01237E+11,80355870660,58473133280,1.86589E+11,1.08704E+11,1.57712E+11,1.74518E+11,1.4138E+11,76557280620,62318615300,95822157480,2.08295E+11,32952994100,1.54308E+11,1.67291E+11,25022626650,45782072700,72157126020,35101996080,96040000000,1.83015E+11,3.93266E+11
3.08296E+11,52208598780,50289016800,65875427760,93975915000,2.05242E+11,77406052440,41706494620,2.04104E+11,81068965250,58604238960,1.88028E+11,1.09211E+11,1.59293E+11,1.77505E+11,1.42941E+11,76578146600,63130074140,96932066640,2.08211E+11,33182212050,1.58945E+11,1.69251E+11,25294190040,46230487650,73225711060,35334492390,98924000000,1.8298E+11,4.0244E+11
3.04639E+11,53110405530,50878053600,67114744380,94749834300,2.06366E+11,78298614870,41870003700,2.04422E+11,83260299720,58997556000,1.90113E+11,1.09376E+11,1.60499E+11,1.82206E+11,1.43905E+11,76150394010,63336497880,98381114710,2.08379E+11,30144102950,1.61344E+11,1.69728E+11,25026937180,46591407000,73842911040,35329545660,1.00352E+11,1.83514E+11,4.00903E+11
3.1259E+11,53290766880,52424275200,68730966570,96118013063,2.11164E+11,79419065580,43178076340,2.09414E+11,83390426470,59702249030,1.92296E+11,1.10803E+11,1.61211E+11,1.81768E+11,1.45901E+11,76953734240,64738755700,99860993590,2.12832E+11,29852724200,1.59705E+11,1.71688E+11,25410574350,47236687050,75040463240,35596669080,1.02088E+11,1.84939E+11,4.1077E+11
3.1434E+11,53807802750,52958623200,68219908170,96463512750,2.11244E+11,78697419360,42897775060,2.06971E+11,83692320530,59472814090,1.92687E+11,1.10556E+11,1.61101E+11,1.8113E+11,1.45764E+11,77068497130,64560804200,1.00293E+11,2.12538E+11,29312702250,1.59425E+11,1.70652E+11,25121768840,46744524300,74506170720,35418586800,1.0346E+11,1.85224E+11,4.09382E+11
3.12488E+11,54129436840,53599875840,68200743480,97182152100,2.11746E+11,80216674560,42862737400,2.07396E+11,83036481710,60013625020,1.94553E+11,1.11352E+11,1.6091E+11,1.81648E+11,1.47508E+11,77757074470,65585804840,1.00601E+11,2.14597E+11,30000356100,1.59185E+11,1.70596E+11,25186426790,46755461250,75408940840,35611509270,1.03544E+11,1.83941E+11,4.0958E+11
3.17813E+11,54814771780,53629358720,69229248510,95965993200,2.11545E+11,81394097340,42932812720,2.10051E+11,83234274370,61226352560,1.95175E+11,1.11845E+11,1.61759E+11,1.82166E+11,1.48472E+11,78174394070,65898906900,1.00878E+11,2.16865E+11,29809988650,1.62222E+11,1.7124E+11,25358847990,47903841000,76238015440,35942940180,1.04104E+11,1.87325E+11,4.10225E+11
3.23866E+11,54814771780,54056860480,69689201070,95523753600,2.14356E+11,81602994930,43388302300,2.09732E+11,82224490790,60697859400,1.97784E+11,1.11791E+11,1.61622E+11,1.82684E+11,1.49688E+11,78508249750,65678247350,1.00416E+11,2.15269E+11,29782793300,1.62621E+11,1.70512E+11,25423505940,47849156250,76938122880,35660976570,1.04412E+11,1.8647E+11,4.14638E+11
3.22853E+11,54971076240,54027377600,69887236200,95026234050,2.1287E+11,80748413880,43457031840,2.09732E+11,81443730290,59448865500,1.96797E+11,1.11626E+11,1.62335E+11,1.83082E+11,1.49252E+11,78247425000,65571476600,1.00046E+11,2.13505E+11,29483644450,1.61982E+11,1.69896E+11,25393332230,47980399650,76892063180,35987460750,1.057E+11,1.859E+11,4.13894E+11
3.23332E+11,54886912300,54263240640,70615494420,96408232800,2.1554E+11,81546022860,43691681040,2.109E+11,82484744290,61152039000,1.98638E+11,1.11297E+11,1.6228E+11,1.83321E+11,1.50836E+11,78633445630,66083976200,1.01063E+11,2.14177E+11,29666241800,1.62861E+11,1.71632E+11,25544200780,48647553600,77490839280,35715390600,1.07212E+11,1.8615E+11,4.12803E+11
3.21185E+11,55199521220,54395913600,71247929190,95800153350,2.16825E+11,82324641150,43726878420,2.13555E+11,82797048490,60941169900,1.99516E+11,1.12284E+11,1.62718E+11,1.85034E+11,1.5157E+11,79092497190,65820608350,1.02667E+11,2.15185E+11,29817758750,1.62521E+11,1.73565E+11,25600237670,49653753000,77592170620,36719576790,1.07688E+11,1.86506E+11,4.18952E+11
3.21072E+11,54345858400,54491732960,71132941050,94805114250,2.15781E+11,81830883210,44290036500,2.12918E+11,82552410200,60113914200,1.9887E+11,1.10748E+11,1.62362E+11,1.8364E+11,1.52259E+11,79384620910,66553767500,1.01773E+11,2.13336E+11,29409828500,1.62302E+11,1.72528E+11,25639032440,49435014000,77979072100,36417826260,1.07912E+11,1.81717E+11,4.17167E+11
3.17436E+11,54538233120,54550698720,72263657760,94197034800,2.17447E+11,81375106650,44477755860,2.15998E+11,83400836610,60924949200,2.00333E+11,1.08223E+11,1.6302E+11,1.84636E+11,1.54279E+11,79280291010,66290399650,1.01957E+11,2.14093E+11,29732287650,1.62861E+11,1.73873E+11,25738174630,49883428950,78596272080,36714630060,1.07716E+11,1.81996E+11,4.19894E+11
3.14331E+11,54610373640,54506474400,72429751740,94307594700,2.17266E+11,80957311470,44759334900,2.18015E+11,82708562300,60778962900,2.00309E+11,1.06961E+11,1.64828E+11,1.84596E+11,1.55288E+11,79697610610,66653420200,1.02574E+11,2.14681E+11,30074172050,1.64139E+11,1.74377E+11,25703690390,49872492000,78513364620,37219196520,1.08108E+11,1.83812E+11,4.20836E+11
3.12212E+11,54610373640,53975782560,71746211130,95192073900,2.19475E+11,80577497670,45357690360,2.15891E+11,82319670570,60989832000,1.99992E+11,1.06141E+11,1.63869E+11,1.85552E+11,1.54852E+11,79916703400,66475468950,1.02235E+11,2.16613E+11,30276194650,1.6342E+11,1.72724E+11,25488163890,49314707550,78669967600,37407172260,1.07464E+11,1.84126E+11,4.23563E+11
3.11429E+11,55644387760,54336947840,70909353000,99890869650,2.1813E+11,80273646630,45158238540,2.18228E+11,83863391030,60827625000,2.00053E+11,1.07434E+11,1.63485E+11,1.89774E+11,1.5522E+11,80041899280,66781545100,1.02821E+11,2.19722E+11,30563688350,1.62142E+11,1.72976E+11,25837316820,49172527200,78909478040,37595148000,1.0598E+11,1.84964E+11,4.22373E+11
3.11466E+11,55500106720,54757078880,70174706550,99006390450,2.18692E+11,79836860760,44970519180,2.16104E+11,84127584800,61362908100,2.00467E+11,1.07865E+11,1.62992E+11,1.88818E+11,1.54783E+11,79301156990,66333107950,1.02759E+11,2.20142E+11,29997492600,1.62461E+11,1.74013E+11,25772658870,48592868850,78633119840,37797963930,1.05728E+11,1.85034E+11,4.25249E+11
3.08683E+11,55644387760,54152679840,70155541860,97569111750,2.20137E+11,79305121440,45193435920,2.14405E+11,83381625920,60762742200,2.00065E+11,1.07811E+11,1.62937E+11,1.86816E+11,1.54393E+11,79332455960,66354462100,1.03807E+11,2.1905E+11,29728594600,1.635E+11,1.73369E+11,25682137740,48538184100,78126463140,37951312560,1.05616E+11,1.83428E+11,4.26191E+11
3.04759E+11,55764621960,54366430720,69676424610,96574072650,2.16363E+11,79552000410,44301768960,2.14298E+11,83645819690,60989832000,1.99943E+11,1.08349E+11,1.64034E+11,1.86896E+11,1.54692E+11,79126607500,66767309000,1.03561E+11,2.18294E+11,30012858200,1.65178E+11,1.74181E+11,26044222260,48472562400,78283066120,38441038830,1.0598E+11,1.84405E+11,4.22274E+11
3.06233E+11,55331778840,53865221760,68079367110,96408232800,2.09136E+11,79058242470,43363172160,2.12493E+11,83101891340,61249363200,1.99089E+11,1.06411E+11,1.64253E+11,1.86019E+11,1.53544E+11,79552075160,65749427850,1.03468E+11,2.15437E+11,30039748000,1.635E+11,1.76141E+11,25729553570,49008472950,77361872120,38104661190,1.05392E+11,1.86849E+11,4.12456E+11
3.09669E+11,55427966200,53165003360,68756519490,95357913750,2.08393E+11,79191177300,43058128200,2.1175E+11,82972384590,61103376900,1.99943E+11,1.06518E+11,1.63321E+11,1.84463E+11,1.54416E+11,79790752140,66098212300,1.03191E+11,2.15353E+11,30504557400,1.635E+11,1.76421E+11,25257977940,48483499350,77573746740,38337157500,1.05532E+11,1.87233E+11,4.12357E+11
3.06251E+11,55163450960,53290305600,68724578340,94915674150,2.10541E+11,77899810380,43327974780,2.12387E+11,80703426330,61379128800,2.01187E+11,1.05441E+11,1.64472E+11,1.79277E+11,1.5678E+11,79977542820,66155156700,1.04393E+11,2.13589E+11,30761931200,1.63744E+11,1.7729E+11,25131540540,48277728540,77361872120,37748496630,1.05588E+11,1.86779E+11,4.13277E+11
3.01682E+11,55608317500,53511427200,68488213830,94141754850,2.13271E+11,78849344880,44325233880,2.12812E+11,80361528510,61914411900,2.02699E+11,1.06357E+11,1.65952E+11,1.78958E+11,1.56092E+11,80299237880,66069740100,1.06397E+11,2.13168E+11,30243342200,1.6406E+11,1.79754E+11,25203188400,48450072060,76873639300,37827644310,1.0598E+11,1.86954E+11,4.17487E+11
3.05726E+11,55379872520,53651470880,66373709700,92483356350,2.1007E+11,78241642800,43421834460,2.12175E+11,79662192060,61249363200,2.0237E+11,1.05657E+11,1.65678E+11,1.75251E+11,1.54485E+11,79904902000,65094567250,1.04609E+11,2.10732E+11,30185721200,1.63021E+11,1.7925E+11,24870236580,46909751850,75261549800,37436852640,1.04468E+11,1.86116E+11,4.11593E+11
3.11263E+11,56077230880,53916816800,68401927300,91819996950,2.11879E+11,78526503150,44231374200,2.15253E+11,78667580220,60359066130,2.01711E+11,1.06949E+11,1.71789E+11,1.78002E+11,1.5398E+11,79489707827,65386407300,1.04054E+11,2.1132E+11,30243342200,1.6406E+11,1.78858E+11,24520426440,47351382120,75869537840,37555574160,1.04272E+11,1.85991E+11,4.1506E+11
3.15455E+11,56510074000,55331995040,69807358040,93588955350,2.16724E+11,79836860760,44853194580,2.16635E+11,79102722900,60630737860,2.00919E+11,1.15296E+11,1.76447E+11,1.77643E+11,1.55724E+11,81357718400,66738836800,1.04948E+11,2.16445E+11,30758089800,1.62941E+11,1.78466E+11,24920811540,47652983280,79130564600,38272850010,1.05812E+11,1.87176E+11,4.24223E+11
3.24279E+11,56626220000,55604711680,70542308060,93644235300,2.17367E+11,80273646630,46319752080,2.11856E+11,79522324770,60407008200,2.05224E+11,1.15565E+11,1.7557E+11,1.78121E+11,1.55793E+11,79811506660,66852725600,1.04948E+11,2.14429E+11,30804186600,1.58146E+11,1.77206E+11,25843804560,51498398070,80235997400,38470719210,1.03348E+11,1.86792E+11,4.2774E+11
3.26447E+11,56554100000,55206692800,70174833050,94528714500,2.1594E+11,79627963170,46167230100,2.11219E+11,78838529130,60023471640,2.0448E+11,1.1815E+11,1.7568E+11,1.77842E+11,1.55472E+11,80039806380,66995086600,1.05842E+11,2.15185E+11,30773455400,1.60943E+11,1.77486E+11,25877912160,51390683370,79720128760,38465772480,1.04645E+11,1.8606E+11,4.27047E+11
3.24053E+11,56614200000,55685789600,72166934420,96850472400,2.18614E+11,80387590770,46894642620,2.13449E+11,79397998290,59464147490,2.0548E+11,1.21058E+11,1.77982E+11,1.79875E+11,1.53613E+11,79842638440,68290571700,1.08093E+11,2.20058E+11,30715834400,1.61343E+11,1.78774E+11,25714552080,51002910450,80414919320,38965392210,1.06455E+11,1.87943E+11,4.3299E+11
3.23803E+11,57239240000,56197493000,72598878730,95026234050,2.19056E+11,80862358020,46835980320,2.1929E+11,79185607220,59639935080,2.06352E+11,1.21866E+11,1.79681E+11,1.8139E+11,1.53774E+11,80807723620,68549363190,1.0985E+11,2.21655E+11,31161436800,1.64859E+11,1.79306E+11,26074782000,51929256870,80414919320,39024752970,1.08209E+11,1.89721E+11,4.34773E+11
3.20659E+11,58321040000,57991501250,72618219520,95579033550,2.18734E+11,81697948380,47762844660,2.18759E+11,78014866200,59879645430,2.06849E+11,1.22782E+11,1.7916E+11,1.82786E+11,1.54715E+11,80973759780,69089401710,1.10282E+11,2.24428E+11,31718439800,1.66457E+11,1.80651E+11,26414068320,52887917700,81467470620,38416305180,1.08269E+11,1.90662E+11,4.32594E+11
3.23784E+11,58994160000,58899579500,74404019130,96850472400,2.20001E+11,81849873900,48091353540,2.17166E+11,78227257270,59368263350,2.06606E+11,1.24666E+11,1.80092E+11,1.81909E+11,1.54829E+11,81264323060,69075190170,1.10837E+11,2.18577E+11,31622404800,1.67576E+11,1.81155E+11,26506220160,53027946810,81989169960,38643854760,1.06883E+11,1.91673E+11,4.33389E+11
3.20224E+11,59679300000,58715010750,73733538410,97182152100,2.17468E+11,82172715630,48501989640,2.17484E+11,78377485100,59687877150,2.08508E+11,1.23374E+11,1.81434E+11,1.80115E+11,1.55426E+11,81606772640,68869122840,1.11947E+11,2.16385E+11,31591673600,1.67975E+11,1.81937E+11,26606749440,53728092360,82373580000,39148421220,1.0626E+11,1.91882E+11,4.28414E+11
